,playlist_id,playlist_title,playlist_owner_id,playlist_length,playlist_views,video_id,video_title,video_views,video_length,video_desciption,video_keywords,video_rating
0,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,-WIAoAG4SyA,L0.1 Introduction to Nuclear and Particle Physics: Course Overview,59593.0,358.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Overview of topics and the calendar for the Fall 2020 semester of 8.701 Nuclear and Particle Physics. 

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['8.701', 'nuclear physics', 'particle physics']",
1,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,lF-LM9CdiVk,L0.2 Introduction to Nuclear and Particle Physics: Course Organization,7930.0,240.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Discussion of course structure, grading scheme, and communication channels.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['course organization', 'inverted classroom', 'lectures', 'recitations', 'homework', 'paper presentation']",
2,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,FW4H4mIeqnQ,L0.3 Introduction to Nuclear and Particle Physics: Teaching Staff,6540.0,264.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Introduction of the teaching staff: Instructor Markus Klute and Teaching Assistant Justin

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['Markus Klute', 'teaching staff', 'Nuclear and Particle Physics', 'faculty biography', 'teaching assistant']",
3,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,X4Y9n_c1ej8,L0.4 Introduction to Nuclear and Particle Physics: Literature,6709.0,214.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Listing textbooks used in the course and how they can be used.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['Nuclear and Particle Physics', 'recommended books', 'readings', 'journals']",
4,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,B53W30-GJ10,L0.5 Introduction: Early History and People in Nuclear and Particle Physics,9403.0,961.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Discussion of the early history and people in nuclear and particle physics from the 1820s to 1939.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['Darvin', 'Kelvin', 'Rutherford', 'Thomson', 'Becquerel', 'Curie', 'Villard', 'Einstein', 'Geiger', 'Marsden', 'Dirac']",
5,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,quSdhgX3NB8,L0.6 Introduction to Nuclear and Particle Physics: Particles,10293.0,839.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Introducing fundamental and composite particles, the key player of our discussion of particle and nuclear physics. 

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['nucleons', 'quarks', 'force particles', 'gluons', 'photons', 'leptons', 'Higgs Bosons', 'composite particles']",
6,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,tnxXcxiJnho,L0.7 Introduction to Nuclear and Particle Physics: Units,5419.0,347.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Short description of Natural and Heaviside-Lorentz units. You can read more, for example, in Section 2.1 of 'Modern Particle Physics' by Mark Thomason.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['barns', 'natural units', 'Heaviside-Lorentz units']",
7,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,vrLClnmpaeA,L0.8 Introduction to Nuclear and Particle Physics: Relativistic Kinematics,5331.0,920.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Review of relativistic kinematics with examples of particle decay, production of scattering.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['relativistic kinematics', 'speed of light', 'non-zero mass', 'Lorentz-transformation']",
8,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,LGm2fvo-M9g,L0.9 Introduction to Nuclear and Particle Physics: Spin,4452.0,305.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Discussion of the kinematics of relativistic particles in the previous section. Spin adds an additional complication. Here we review the concept of spin and define helicity.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['relativistic particles', 'spin vector', 'spin length', 'spin eigenvalues', 'angular momentum', 'helicity']",
9,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,HynldX56FHI,"L1.1 Fermions, Bosons, and Fields: Quantum Field and Matter",4694.0,423.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Connecting particles and forces with quantum fields.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['fermions', 'bosons', 'fields', 'positron', 'quantum fields', 'quantised fields', 'identical particles']",
10,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,6xzjJ5ncGxY,"L1.2 Fermions, Bosons, and Fields: Feynman Diagram",9423.0,354.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

First introduction to Feynman diagrams.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['fermions', 'bosons', 'quantum fields', 'Feynman diagrams', 'antiparticles']",
11,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,QDIdZR9G2UU,"L1.3 Fermions, Bosons, and Fields: Ranges of Forces",1767.0,329.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Discussion of the impact of mass on the range for forces.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['fermions', 'bosons', 'quantum fields', 'impact of mass', 'ranges of forces']",
12,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,3GHk5vlb26o,"L1.4 Fermions, Bosons, and Fields: Decays",2353.0,457.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Discussion of decay rates and lifetime.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['fermions', 'bosons', 'quantum fields', 'decay rates', 'nuclear lifetime']",
13,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,16iPrwJMvSs,"L1.5 Fermions, Bosons, and Fields: Reactions",2658.0,233.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

The relation between reactions and cross-section and discussion of a classical model.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['fermions', 'bosons', 'quantum fields', 'reactions', 'classical model', 'decay rates', 'Beam rate']",
14,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,1jf3xnhKVh4,L2.1 Symmetries: Introduction,2945.0,435.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

A brief introduction to the importance of symmetries and Noether's theorem.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['symmetries', ""Noether's theorem"", 'Emmy Noether', 'conservation laws', 'symmetry operations']",
15,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,MlBL7hSUeWE,L2.2 Symmetries: Flavor Symmetry,1801.0,409.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Introduction of flavor symmetry and strong isospin

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['symmetries', 'flavor symmetry', 'strong isospin', 'Heisenberg', 'Gell-Mann-Nishijima formula']",
16,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,4H0EHje2QbQ,L2.3 Symmetries: Parity,2476.0,269.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Parity violation and the Wu experiment

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['symmetries', 'parity violation', 'Wu experiment', 'Chien-Shiung Wu', 'mirror symmetry', 'parity inversion']",
17,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,fdIJzQl60ys,L2.4 Symmetries: Charge Conjugation,1917.0,150.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Introduction of charge conjugation transforming particle into their corresponding antiparticles.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['symmetries', 'charge conjugation', 'antiparticles', 'baryon number', 'lepton number']",
18,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,pCoDwHg5Vh8,L2.5 Symmetries: CP,1787.0,677.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

After discussing the topics of parity and charge conjugation, we are now investigating CP symmetry.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['symmetries', 'CP symmetry', 'charge conjugation parity symmetry', 'charge conjugation', 'parity']",
19,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,u46_GiV2iFc,L3.1 Feynman Calculus: Introduction,2436.0,137.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

A brief introduction to Feynman calculus.  Starting the quantitative discussion of particle dynamics

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['Feynman calculus', 'particle dynamics']",
20,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,jtSfWlQbmNY,L3.2 Feynman Calculus: Fermi's Golden Rule,2017.0,397.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Decay rates and scattering cross-sections can be calculated using Fermi's golden rule which states that the observables follow from the amplitude and phase space. 

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['Feynman calculus', 'decay rates', ""Fermi's golden rule"", 'amplitude', 'phase space', 'scattering']",
21,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,k2-dTdj5wkk,L3.3 Feynman Calculus: Toy Theory,1243.0,342.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Feynman rules for a toy theory for particle without spin. 

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['Feynman calculus', 'toy theory', 'particle without spin']",
22,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,2YpdnHLvsyw,L3.4 Feynman Calculus: Higher-Order Diagrams,1748.0,209.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Classification of higher-order diagrams.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['Feynman calculus', 'higher-order diagrams', 'vertex correction diagrams', 'box diagrams']",
23,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,YLrCiurZTOE,L3.5 Feynman Calculus: Divergency,961.0,392.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Evaluation of a specific high-order diagram and a discussion of divergencies which lead to a redefinition of the values of masses and couplings. 

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['Feynman calculus', 'higher-order diagrams', 'self-energy diagrams', 'two loop diagram', 'invariant masses']",
24,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,ygls16dl8Sc,L4.1 QED: Free Wave Equation,1494.0,337.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Introduction of the Klein-Gordon, Weyl, and Dirac equation. 

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['QED', 'quantum electrodynamics', 'Free Wave Equation', 'Klein-Gordon equation', 'Weyl equation']",
25,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,ecIB8DWNyWA,L4.2 QED: Dirac Equation Solutions,3315.0,363.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Discussion of the solutions to the Dirac equation.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['QED', 'quantum electrodynamics', 'Dirac equation']",
26,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,ORG6YD9P8WM,L4.3 QED: Antiparticles,1224.0,183.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

A brief discussion of negative energy solutions of the Dirac equation - antiparticles.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['QED', 'quantum electrodynamics', 'Dirac equation', 'antiparticles']",
27,PLUl4u3cNGP60Do91PdN978llIsvjKW0au,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020",UCEBb1b_L6zDS3xTUrIALZOw,67.0,84001.0,DXf8JrCEaNk,L4.4 QED: Photon,1406.0,466.0,"MIT 8.701 Introduction to Nuclear and Particle Physics, Fall 2020
Instructor: Markus Klute 
View the complete course: https://ocw.mit.edu/8-701F20
YouTube Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP60Do91PdN978llIsvjKW0au

Discussion of the photon wave function.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['QED', 'quantum electrodynamics']",
